proposed_sku,official_name,proposed_name,brand,manufacturer,category,category_reason,volume,package,taste,carbonation,sugar,alcohol_percent,source_url,image_url,local_image_path,duplicate_status,confidence,notes,decision_reason,evidence_summary,image_match
BAVARIA-BAVARIYA-YABLOKO-450-GLASS,Сладкие газированные напитки,"Напиток газированный Бавария Яблоко газированная, 0,45 л, стекло",Бавария,ГК ПД «Бавария»,Газированные напитки,,"0,45 л",стекло,Яблоко,газированная,,,https://www.bavaria-group.ru/beer-product/sladkie-gazirovannye-napitki,,,new,low,,"Стекло 0,45 упомянуто в брифе PDF как показанная тара линейки, но вкус×стекло на сайте не разложен",pdf-brief,none
BAVARIA-DREAMIX-UNSIGNED-0-1500-PET,Безалкогольный сильногазированный напиток «Dreamix»,"Напиток газированный Dreamix (вкус не подписан, img#0), фасовки 1,5/0,5 ПЭТ и 0,33 банка",Dreamix,ГК ПД «Бавария»,Газированные напитки,,"1,5 л",ПЭТ,вариант изображения 98,газированная,,0,https://www.bavaria-group.ru/beer-product/bezalkogolnyj-silnogazirovannyj-napitok-dreamix,https://www.bavaria-group.ru/files/beer_items/98_1743082462.jpg,,new,low,,"Безалкогольность подтверждена названием карточки; официальные названия вкусов пустые (title=''). Не утверждать SKU до подписи вкуса. Фасовки линейки: ПЭТ 1,5 | ПЭТ 0,5 | ЖБ 0,33.",site unsigned slider titles,none
BAVARIA-DREAMIX-UNSIGNED-1-1500-PET,Безалкогольный сильногазированный напиток «Dreamix»,"Напиток газированный Dreamix (вкус не подписан, img#1), фасовки 1,5/0,5 ПЭТ и 0,33 банка",Dreamix,ГК ПД «Бавария»,Газированные напитки,,"1,5 л",ПЭТ,вариант изображения 99,газированная,,0,https://www.bavaria-group.ru/beer-product/bezalkogolnyj-silnogazirovannyj-napitok-dreamix,https://www.bavaria-group.ru/files/beer_items/100_1743082523.jpg,,new,low,,"Безалкогольность подтверждена названием карточки; официальные названия вкусов пустые (title=''). Не утверждать SKU до подписи вкуса. Фасовки линейки: ПЭТ 1,5 | ПЭТ 0,5 | ЖБ 0,33.",site unsigned slider titles,none
BAVARIA-DREAMIX-UNSIGNED-2-1500-PET,Безалкогольный сильногазированный напиток «Dreamix»,"Напиток газированный Dreamix (вкус не подписан, img#2), фасовки 1,5/0,5 ПЭТ и 0,33 банка",Dreamix,ГК ПД «Бавария»,Газированные напитки,,"1,5 л",ПЭТ,вариант изображения 102,газированная,,0,https://www.bavaria-group.ru/beer-product/bezalkogolnyj-silnogazirovannyj-napitok-dreamix,https://www.bavaria-group.ru/files/beer_items/101_1743082539.jpg,,new,low,,"Безалкогольность подтверждена названием карточки; официальные названия вкусов пустые (title=''). Не утверждать SKU до подписи вкуса. Фасовки линейки: ПЭТ 1,5 | ПЭТ 0,5 | ЖБ 0,33.",site unsigned slider titles,none
BAVARIA-DREAMIX-UNSIGNED-3-1500-PET,Безалкогольный сильногазированный напиток «Dreamix»,"Напиток газированный Dreamix (вкус не подписан, img#3), фасовки 1,5/0,5 ПЭТ и 0,33 банка",Dreamix,ГК ПД «Бавария»,Газированные напитки,,"1,5 л",ПЭТ,вариант изображения 103,газированная,,0,https://www.bavaria-group.ru/beer-product/bezalkogolnyj-silnogazirovannyj-napitok-dreamix,https://www.bavaria-group.ru/files/beer_items/102_1743082553.jpg,,new,low,,"Безалкогольность подтверждена названием карточки; официальные названия вкусов пустые (title=''). Не утверждать SKU до подписи вкуса. Фасовки линейки: ПЭТ 1,5 | ПЭТ 0,5 | ЖБ 0,33.",site unsigned slider titles,none
BAVARIA-ROCKETRIDE-ROCKET-RIDE-CLASSIC-450-CAN,Витаминный энергетический напиток Rocket Ride,Напиток энергетический Rocket Ride Rocket Ride Classic,Rocket Ride,ГК ПД «Бавария»,Энергетические напитки,,,,Rocket Ride Classic,,,,https://www.bavaria-group.ru/beer-product/vitaminnyj-napitok-rocket-ride,https://www.bavaria-group.ru/files/beer_items/105_1757076183.png,,new,low,,Вкус подтверждён на сайте; объём и тара на карточке отсутствуют. Буклет pp.17–40 недоступен визуально — не утверждать фасовку.,site flavor only,exact
BAVARIA-ROCKETRIDE-ROCKET-RIDE-MANGO-APRICOT-450-CAN,Витаминный энергетический напиток Rocket Ride,Напиток энергетический Rocket Ride Rocket Ride Mango-Apricot,Rocket Ride,ГК ПД «Бавария»,Энергетические напитки,,,,Rocket Ride Mango-Apricot,,,,https://www.bavaria-group.ru/beer-product/vitaminnyj-napitok-rocket-ride,https://www.bavaria-group.ru/files/beer_items/106_1757076512.png,,new,low,,Вкус подтверждён на сайте; объём и тара на карточке отсутствуют. Буклет pp.17–40 недоступен визуально — не утверждать фасовку.,site flavor only,exact
BAVARIA-ROCKETRIDE-ROCKET-RIDE-ENERGY-KIVI-YABLO-450-CAN,Витаминный энергетический напиток Rocket Ride,Напиток энергетический Rocket Ride Rocket Ride Energy Киви-Яблоко,Rocket Ride,ГК ПД «Бавария»,Энергетические напитки,,,,Rocket Ride Energy Киви-Яблоко,,,,https://www.bavaria-group.ru/beer-product/vitaminnyj-napitok-rocket-ride,https://www.bavaria-group.ru/files/beer_items/107_1757076818.png,,new,low,,Вкус подтверждён на сайте; объём и тара на карточке отсутствуют. Буклет pp.17–40 недоступен визуально — не утверждать фасовку.,site flavor only,exact
BAVARIA-ROCKETRIDE-ROCKET-RIDE-ENERGY-DIKIE-YAGO-450-CAN,Витаминный энергетический напиток Rocket Ride,Напиток энергетический Rocket Ride Rocket Ride Energy Дикие Ягоды,Rocket Ride,ГК ПД «Бавария»,Энергетические напитки,,,,Rocket Ride Energy Дикие Ягоды,,,,https://www.bavaria-group.ru/beer-product/vitaminnyj-napitok-rocket-ride,https://www.bavaria-group.ru/files/beer_items/108_1757077083.png,,new,low,,Вкус подтверждён на сайте; объём и тара на карточке отсутствуют. Буклет pp.17–40 недоступен визуально — не утверждать фасовку.,site flavor only,exact
BAVARIA-ROCKETRIDE-ROCKET-RIDE-ENERGY-LAYM-LEMON-450-CAN,Витаминный энергетический напиток Rocket Ride,Напиток энергетический Rocket Ride Rocket Ride Energy Лайм-Лемонграс,Rocket Ride,ГК ПД «Бавария»,Энергетические напитки,,,,Rocket Ride Energy Лайм-Лемонграс,,,,https://www.bavaria-group.ru/beer-product/vitaminnyj-napitok-rocket-ride,https://www.bavaria-group.ru/files/beer_items/109_1757077306.png,,new,low,,Вкус подтверждён на сайте; объём и тара на карточке отсутствуют. Буклет pp.17–40 недоступен визуально — не утверждать фасовку.,site flavor only,exact
BAVARIA-TBAU-SPORT-MANUAL,Горная родниковая вода «ТБАУ» Sport,Вода питьевая TBAU Sport (фасовки не разложены),TBAU,ГК ПД «Бавария»,Питьевая вода,,,,,,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,,,new,low,,"Линейка Sport упомянута на карточке TBAU, но точные объёмы/газированность не разложены отдельно",site mention only,none
