sku,proposed_name,image_class,source_image_url,local_image_path,notes
BAVARIA-BLACK-ROCKET-BLACK-ROCKET-450-CAN,"Напиток энергетический BLACK ROCKET, 0,45 л, банка",exact-site,https://www.bavaria-group.ru/files/beer_items/89_1726224339.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-black-rocket-black-rocket-0-45-l-banka.png,carried from site dry-run
BAVARIA-BLACK-ROCKET-BLACK-ROCKET-500-PET,"Напиток энергетический BLACK ROCKET, 0,5 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/90_1726224400.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-black-rocket-black-rocket-0-5-l-pet.png,carried from site dry-run
BAVARIA-DREAMIX-INDIAN-TONIK-GAZIROVANNAYA-1000-PET,"Тоник Dreamix Indian Tonik газированная, 1 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/127_1775207748.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-dreamix-indian-tonik-1-l-pet.png,carried from site dry-run
BAVARIA-DREAMIX-INDIAN-TONIK-GAZIROVANNAYA-330-GLASS,"Тоник Dreamix Indian Tonik газированная, 0,33 л, стекло",exact-site,https://www.bavaria-group.ru/files/beer_items/127_1775207748.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-dreamix-indian-tonik-1-l-pet.png,carried from site dry-run
BAVARIA-DREAMIX-BITTER-LEMON-GAZIROVANNAYA-1000-PET,"Тоник Dreamix Bitter Lemon газированная, 1 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/128_1775214996.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-dreamix-bitter-lemon-1-l-pet.png,carried from site dry-run
BAVARIA-DREAMIX-BITTER-LEMON-GAZIROVANNAYA-330-GLASS,"Тоник Dreamix Bitter Lemon газированная, 0,33 л, стекло",exact-site,https://www.bavaria-group.ru/files/beer_items/128_1775214996.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-dreamix-bitter-lemon-1-l-pet.png,carried from site dry-run
BAVARIA-TBAU-GORNAA-RODNIKOVAA-VODA-TBAU-5000-PET,"Вода питьевая TBAU, 5 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/30_1758714960.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-5-l-pet.png,carried from site dry-run
BAVARIA-TBAU-GORNAA-RODNIKOVAA-VODA-TBAU-1500-PET,"Вода питьевая TBAU, 1,5 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/30_1758714960.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-5-l-pet.png,carried from site dry-run
BAVARIA-TBAU-GORNAA-RODNIKOVAA-VODA-TBAU-D-500-PET,"Вода питьевая TBAU, 0,5 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/30_1758714960.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-5-l-pet.png,carried from site dry-run
BAVARIA-TBAU-GORNAA-RODNIKOVAA-VODA-TBAU-D-330-PET,"Вода питьевая TBAU, 0,33 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/30_1758714960.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-5-l-pet.png,carried from site dry-run
BAVARIA-GORNAYA-VODA-GORNAA-VODA-GAZIROVANNAYA-500-PET,"Вода питьевая Горная вода газированная, 0,5 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/82_1757514706.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-gornaya-voda-gornaya-voda-0-5-l-pet.jpg,carried from site dry-run
BAVARIA-GORNAYA-VODA-GORNAA-VODA-NEGAZIROVANNAYA-500-PET,"Вода питьевая Горная вода негазированная, 0,5 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/82_1757514706.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-gornaya-voda-gornaya-voda-0-5-l-pet.jpg,carried from site dry-run
BAVARIA-GORNAYA-VODA-GORNAA-VODA-GAZIROVANNAYA-450-GLASS,"Вода питьевая Горная вода газированная, 0,45 л, стекло",exact-site,https://www.bavaria-group.ru/files/beer_items/83_1726217046.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-gornaya-voda-gornaya-voda-0-45-l-steklo.png,carried from site dry-run
BAVARIA-GORNAYA-VODA-GORNAA-VODA-NEGAZIROVANNAYA-450-GLASS,"Вода питьевая Горная вода негазированная, 0,45 л, стекло",exact-site,https://www.bavaria-group.ru/files/beer_items/83_1726217046.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-gornaya-voda-gornaya-voda-0-45-l-steklo.png,carried from site dry-run
BAVARIA-GORNAYA-VODA-GORNAA-VODA-GAZIROVANNAYA-1500-PET,"Вода питьевая Горная вода газированная, 1,5 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/84_1726217054.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-gornaya-voda-gornaya-voda-1-5-l-pet.png,carried from site dry-run
BAVARIA-GORNAYA-VODA-GORNAA-VODA-NEGAZIROVANNAYA-1500-PET,"Вода питьевая Горная вода негазированная, 1,5 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/84_1726217054.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-gornaya-voda-gornaya-voda-1-5-l-pet.png,carried from site dry-run
BAVARIA-MOUNTEA-PERSIK-1500-PET,"Холодный чай MOUNTEA Персик, 1,5 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/28_1758711718.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-mountea-persik-1-5-l-pet.png,carried from site dry-run
BAVARIA-MOUNTEA-PERSIK-500-PET,"Холодный чай MOUNTEA Персик, 0,5 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/28_1758711718.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-mountea-persik-1-5-l-pet.png,carried from site dry-run
BAVARIA-MOUNTEA-LESNYE-YAGODY-330-CAN,"Холодный чай MOUNTEA Лесные ягоды, 0,33 л, банка",exact-site,https://www.bavaria-group.ru/files/beer_items/67_1758711780.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-mountea-lesnye-yagody-0-33-l-banka.png,carried from site dry-run
BAVARIA-MOUNTEA-PERSIK-ZHB-0-33-L-330-CAN,"Холодный чай MOUNTEA Персик ЖБ 0,33 л, 0,33 л, банка",exact-site,https://www.bavaria-group.ru/files/beer_items/67_1758711780.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-mountea-lesnye-yagody-0-33-l-banka.png,carried from site dry-run
BAVARIA-BAVARIYA-KOLA-PREMIUM-LIMITED-EDITION-1500-PET,"Напиток газированный Бавария Кола Premium LIMITED EDITION, 1,5 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/65_1718375901.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-bavariya-kola-premium-limited-1-5-l-pet.jpg,carried from site dry-run
BAVARIA-BAVARIYA-KOLA-PREMIUM-LIMITED-EDITION-500-PET,"Напиток газированный Бавария Кола Premium LIMITED EDITION, 0,5 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/65_1718375901.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-bavariya-kola-premium-limited-1-5-l-pet.jpg,carried from site dry-run
BAVARIA-BAVARIYA-KOLA-PREMIUM-LIMITED-EDITIO-500-GLASS,"Напиток газированный Бавария Кола Premium LIMITED EDITION, 0,5 л, стекло",exact-site,https://www.bavaria-group.ru/files/beer_items/65_1718375901.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-bavariya-kola-premium-limited-1-5-l-pet.jpg,carried from site dry-run
BAVARIA-BAVARIYA-KOLA-PREMIUM-LIMITED-EDITIO-330-GLASS,"Напиток газированный Бавария Кола Premium LIMITED EDITION, 0,33 л, стекло",exact-site,https://www.bavaria-group.ru/files/beer_items/65_1718375901.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-bavariya-kola-premium-limited-1-5-l-pet.jpg,carried from site dry-run
BAVARIA-BAVARIYA-KOLA-PREMIUM-LIMITED-EDITION-330-PET,"Напиток газированный Бавария Кола Premium LIMITED EDITION, 0,33 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/65_1718375901.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-bavariya-kola-premium-limited-1-5-l-pet.jpg,carried from site dry-run
BAVARIA-BAVARIYA-KOLA-PREMIUM-SUGAR-FREE-BEZ-1500-PET,"Напиток газированный Бавария Кола Premium SUGAR FREE, 1,5 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/125_1765464144.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-bavariya-kola-premium-sugar-f-1-5-l-pet.jpg,carried from site dry-run
BAVARIA-BAVARIYA-KOLA-PREMIUM-SUGAR-FREE-BEZ-1000-PET,"Напиток газированный Бавария Кола Premium SUGAR FREE, 1 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/125_1765464144.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-bavariya-kola-premium-sugar-f-1-5-l-pet.jpg,carried from site dry-run
BAVARIA-BAVARIYA-KOLA-PREMIUM-SUGAR-FREE-BEZ-S-500-PET,"Напиток газированный Бавария Кола Premium SUGAR FREE, 0,5 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/125_1765464144.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-bavariya-kola-premium-sugar-f-1-5-l-pet.jpg,carried from site dry-run
BAVARIA-MOUNTEA-CHERNYY-CHAY-S-LIMONOM-I-GOR-1000-PET,"Холодный чай MOUNTEA Черный чай с лимоном и горной мятой, 1 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/135_1783424099.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-mountea-chernyy-chay-s-limon-1-l-pet.jpg,carried from site dry-run
BAVARIA-MOUNTEA-ZELENYY-CHAY-S-MANGO-I-ROMAS-1000-PET,"Холодный чай MOUNTEA Зеленый чай с манго и ромашкой, 1 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/135_1783424099.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-mountea-chernyy-chay-s-limon-1-l-pet.jpg,carried from site dry-run
BAVARIA-MOUNTEA-CHERNYY-CHAY-S-LIMONOM-I-GORN-500-PET,"Холодный чай MOUNTEA Черный чай с лимоном и горной мятой, 0,5 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/136_1783424134.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-mountea-chernyy-chay-s-limon-0-5-l-pet.jpg,carried from site dry-run
BAVARIA-MOUNTEA-ZELENYY-CHAY-S-MANGO-I-ROMASH-500-PET,"Холодный чай MOUNTEA Зеленый чай с манго и ромашкой, 0,5 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/136_1783424134.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-mountea-chernyy-chay-s-limon-0-5-l-pet.jpg,carried from site dry-run
BAVARIA-MOUNTEA-CHERNYY-CHAY-S-LIMONOM-I-GORN-330-PET,"Холодный чай MOUNTEA Черный чай с лимоном и горной мятой, 0,33 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/137_1783424192.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-mountea-chernyy-chay-s-limon-0-33-l-pet.jpg,carried from site dry-run
BAVARIA-MOUNTEA-ZELENYY-CHAY-S-MANGO-I-ROMASH-330-PET,"Холодный чай MOUNTEA Зеленый чай с манго и ромашкой, 0,33 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/137_1783424192.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-mountea-chernyy-chay-s-limon-0-33-l-pet.jpg,carried from site dry-run
BAVARIA-BAVARIYA-MOHITO-KLUBNIKA-ZEMLYANIKA-GA-450-PET,"Напиток газированный Бавария ​ Мохито Клубника-Земляника газированная, 0,45 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/131_1780557583.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-bavariya-mohito-klubnika-zeml-0-45-l-pet.png,carried from site dry-run
BAVARIA-BAVARIYA-MOHITO-FRESH-LIME-MINT-SVEZHI-450-PET,"Напиток газированный Бавария ​ Мохито Fresh Lime & Mint (Свежий Лайм & Мята) газированная, 0,45 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/132_1780557699.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-bavariya-mohito-fresh-lime-mi-0-45-l-pet.png,carried from site dry-run
BAVARIA-BAVARIYA-NEW-ORANGE-500-PET,"Напиток газированный Бавария, 0,5 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/110_1757078392.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-bavariya-new-orange-0-5-l-pet.png,carried from site dry-run
BAVARIA-BAVARIYA-NEW-ORANGE-1000-PET,"Напиток газированный Бавария, 1 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/110_1757078392.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-bavariya-new-orange-0-5-l-pet.png,carried from site dry-run
BAVARIA-BAVARIYA-NEW-ORANGE-1500-PET,"Напиток газированный Бавария, 1,5 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/110_1757078392.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-bavariya-new-orange-0-5-l-pet.png,carried from site dry-run
BAVARIA-TBAU-TBAU-NEGAZIROVANNAYA-GAZIRO-19000-PET,"Вода питьевая TBAU «ТБАУ» негазированная газированная, 19 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/33_1716877500.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-tbau-negazirovannaya-19-l-pet.jpg,carried from site dry-run
BAVARIA-TBAU-TBAU-NEGAZIROVANNAYA-NEGAZI-19000-PET,"Вода питьевая TBAU «ТБАУ» негазированная негазированная, 19 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/33_1716877500.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-tbau-negazirovannaya-19-l-pet.jpg,carried from site dry-run
BAVARIA-HONG-EZHEVIKA-GAZIROVANNAYA-500-PET,"Напиток газированный ХОНГÆ Ежевика газированная, 0,5 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/129_1775745544.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-hong-ezhevika-0-5-l-pet.jpg,carried from site dry-run
BAVARIA-HONG-CHERESHNYA-GAZIROVANNAYA-500-PET,"Напиток газированный ХОНГÆ Черешня газированная, 0,5 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/129_1775745544.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-hong-ezhevika-0-5-l-pet.jpg,carried from site dry-run
BAVARIA-HONG-VINOGRAD-GAZIROVANNAYA-500-PET,"Напиток газированный ХОНГÆ Виноград газированная, 0,5 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/129_1775745544.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-hong-ezhevika-0-5-l-pet.jpg,carried from site dry-run
