proposed_sku,official_name,proposed_name,brand,manufacturer,line,flavor,flavor_key,volume_ml,volume_text,package_type,package_code,carbonation,category,category_slug,category_id,category_status,source_url,source_image_url,image_path,image_match_status,image_source,image_width,image_height,image_mime,source_image_sha256,processed_sha256,duplicate_status,match_reason,existing_product_id,existing_sku,existing_name,final_decision,final_status,final_reason,review_status,review_reason,confidence,notes,wp_slug,sales_status,price_amount,orderable,availability,units_per_package
IRIB-BRO-LEMON-TARHUN-1250-PET,Bro lemon Тархун,"Bro Lemon Тархун, 1,25 л, ПЭТ",Bro Lemon,ООО «ИРИБ»,BRO-LEMON,Тархун,TARHUN,1250,"1,25 л",ПЭТ,PET,,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/bro-lemon-tarhun/,,,missing,missing,,,,,,new_product,no_production_overlap,,,,keep_manual,manual,missing_image; multi_volume_unconfirmed; volume_image_unconfirmed,manual,missing_image; multi_volume_unconfirmed; volume_image_unconfirmed,low,multi_volume_image_unassigned,bro-lemon-tarhun,showcase,,false,on_order,1
IRIB-BRO-LEMON-TARHUN-500-PET,Bro lemon Тархун,"Bro Lemon Тархун, 500 мл, ПЭТ",Bro Lemon,ООО «ИРИБ»,BRO-LEMON,Тархун,TARHUN,500,500 мл,ПЭТ,PET,,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/bro-lemon-tarhun/,,,missing,missing,,,,,,new_product,no_production_overlap,,,,keep_manual,manual,missing_image; multi_volume_unconfirmed; volume_image_unconfirmed,manual,missing_image; multi_volume_unconfirmed; volume_image_unconfirmed,low,multi_volume_image_unassigned,bro-lemon-tarhun,showcase,,false,on_order,1
IRIB-GOLD-GRAND-GRUSHA-1500-PET,Груша,"GOLD GRAND Груша, 1,5 л, ПЭТ",GOLD GRAND,ООО «ИРИБ»,GOLD-GRAND,Груша,GRUSHA,1500,"1,5 л",ПЭТ,PET,газированный,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/grusha-0-6l/,,,missing,missing,,,,,,new_product,no_production_overlap,,,,keep_manual,manual,missing_image; multi_volume_unconfirmed; volume_image_unconfirmed,manual,missing_image; multi_volume_unconfirmed; volume_image_unconfirmed,low,multi_volume_image_unassigned,grusha-0-6l,showcase,,false,on_order,1
IRIB-GOLD-GRAND-GRUSHA-600-PET,Груша,"GOLD GRAND Груша, 600 мл, ПЭТ",GOLD GRAND,ООО «ИРИБ»,GOLD-GRAND,Груша,GRUSHA,600,600 мл,ПЭТ,PET,газированный,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/grusha-0-6l/,,,missing,missing,,,,,,new_product,no_production_overlap,,,,keep_manual,manual,missing_image; multi_volume_unconfirmed; volume_image_unconfirmed,manual,missing_image; multi_volume_unconfirmed; volume_image_unconfirmed,low,multi_volume_image_unassigned,grusha-0-6l,showcase,,false,on_order,1
IRIB-GOLD-GRAND-MOHITO-1500-PET,Мохито,"GOLD GRAND Мохито, 1,5 л, ПЭТ",GOLD GRAND,ООО «ИРИБ»,GOLD-GRAND,Мохито,MOHITO,1500,"1,5 л",ПЭТ,PET,газированный,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/mohito-0-6l/,,,missing,missing,,,,,,new_product,no_production_overlap,,,,keep_manual,manual,missing_image; multi_volume_unconfirmed; volume_image_unconfirmed,manual,missing_image; multi_volume_unconfirmed; volume_image_unconfirmed,low,multi_volume_image_unassigned,mohito-0-6l,showcase,,false,on_order,1
IRIB-GOLD-GRAND-MOHITO-600-PET,Мохито,"GOLD GRAND Мохито, 600 мл, ПЭТ",GOLD GRAND,ООО «ИРИБ»,GOLD-GRAND,Мохито,MOHITO,600,600 мл,ПЭТ,PET,газированный,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/mohito-0-6l/,,,missing,missing,,,,,,new_product,no_production_overlap,,,,keep_manual,manual,missing_image; multi_volume_unconfirmed; volume_image_unconfirmed,manual,missing_image; multi_volume_unconfirmed; volume_image_unconfirmed,low,multi_volume_image_unassigned,mohito-0-6l,showcase,,false,on_order,1
IRIB-ICE-BAR-MANGO-KLUBNIKA-1250-PET,Ice Bar манго-клубника,"Ice Bar манго-клубника, 1,25 л, ПЭТ",Ice Bar,ООО «ИРИБ»,ICE-BAR,манго-клубника,MANGO-KLUBNIKA,1250,"1,25 л",ПЭТ,PET,,Холодный чай,kholodnyy-chay,88192b93-0ce7-4b67-b6a5-9cb208a17bbb,mapped,https://irib.su/product/ice-bar-mango-klubnika/,,,missing,missing,,,,,,new_product,no_production_overlap,,,,keep_manual,manual,missing_image; multi_volume_unconfirmed; volume_image_unconfirmed,manual,missing_image; multi_volume_unconfirmed; volume_image_unconfirmed,low,multi_volume_image_unassigned,ice-bar-mango-klubnika,showcase,,false,on_order,1
IRIB-ICE-BAR-PERSIK-1250-PET,Ice Bar Персик,"Ice Bar Персик, 1,25 л, ПЭТ",Ice Bar,ООО «ИРИБ»,ICE-BAR,Персик,PERSIK,1250,"1,25 л",ПЭТ,PET,,Холодный чай,kholodnyy-chay,88192b93-0ce7-4b67-b6a5-9cb208a17bbb,mapped,https://irib.su/product/ice-bar-persik/,,,missing,missing,,,,,,new_product,no_production_overlap,,,,keep_manual,manual,missing_image; multi_volume_unconfirmed; volume_image_unconfirmed,manual,missing_image; multi_volume_unconfirmed; volume_image_unconfirmed,low,multi_volume_image_unassigned,ice-bar-persik,showcase,,false,on_order,1
IRIB-ICE-BAR-YAGODNYY-1250-PET,Ice Bar Ягодный,"Ice Bar Ягодный, 1,25 л, ПЭТ",Ice Bar,ООО «ИРИБ»,ICE-BAR,Ягодный,YAGODNYY,1250,"1,25 л",ПЭТ,PET,,Холодный чай,kholodnyy-chay,88192b93-0ce7-4b67-b6a5-9cb208a17bbb,mapped,https://irib.su/product/ice-bar-yagodnyj/,,,missing,missing,,,,,,new_product,no_production_overlap,,,,keep_manual,manual,missing_image; multi_volume_unconfirmed; volume_image_unconfirmed,manual,missing_image; multi_volume_unconfirmed; volume_image_unconfirmed,low,multi_volume_image_unassigned,ice-bar-yagodnyj,showcase,,false,on_order,1
IRIB-KVAS-YANTARNYY-1500-PET,Янтарный квас,"Квас Ириб Янтарный, 1,5 л, ПЭТ",Ириб,ООО «ИРИБ»,KVAS,Янтарный,YANTARNYY,1500,"1,5 л",ПЭТ,PET,,Квас,kvas,e1f3f5b4-7b79-4652-8989-82d30cff34a1,mapped,https://irib.su/product/kvas/,,,missing,missing,,,,,,new_product,no_production_overlap,,,,keep_manual,manual,missing_image; multi_volume_unconfirmed; volume_image_unconfirmed,manual,missing_image; multi_volume_unconfirmed; volume_image_unconfirmed,low,multi_volume_image_unassigned,kvas,showcase,,false,on_order,1
IRIB-KVAS-YANTARNYY-500-PET,Янтарный квас,"Квас Ириб Янтарный, 500 мл, ПЭТ",Ириб,ООО «ИРИБ»,KVAS,Янтарный,YANTARNYY,500,500 мл,ПЭТ,PET,,Квас,kvas,e1f3f5b4-7b79-4652-8989-82d30cff34a1,mapped,https://irib.su/product/kvas/,,,missing,missing,,,,,,new_product,no_production_overlap,,,,keep_manual,manual,missing_image; multi_volume_unconfirmed; volume_image_unconfirmed,manual,missing_image; multi_volume_unconfirmed; volume_image_unconfirmed,low,multi_volume_image_unassigned,kvas,showcase,,false,on_order,1
IRIB-LIMONAD-PET-APELSIN-UNKNOWN-PET,Лимонад «Апельсин» в ПЭТ,Ириб Апельсин,Ириб,ООО «ИРИБ»,LIMONAD-PET,Апельсин,APELSIN,,,ПЭТ,PET,,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/limonad-apelsin-v-pet/,https://irib.su/wp-content/uploads/2023/09/orange-limonad-prev-1.png,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-LIMONAD-PET-APELSIN-UNKNOWN-PET.webp,exact_low_res,stage1_featured_or_assigned,106,380,image/png,cbc275e1fee1bd1425a9aaec8397669d0ab59fd9c9ed2d697df2a9d94fb696d6,2d408a4d434c5508629c90aa62a087d977c845af41ef47165585995be63dc690,new_product,no_production_overlap,,,,keep_manual,manual,volume_unknown,manual,volume_unknown,low,volume_unknown,limonad-apelsin-v-pet,showcase,,false,on_order,1
IRIB-LIMONAD-PET-COLA-UNKNOWN-PET,Лимонад «Cola» в ПЭТ,Ириб Cola,Ириб,ООО «ИРИБ»,LIMONAD-PET,Cola,COLA,,,ПЭТ,PET,,Кола,kola,34bee47b-61c3-4e15-81db-75d58ecf018b,mapped,https://irib.su/product/limonad-cola-v-pet/,https://irib.su/wp-content/uploads/2023/09/cola-limonad-prev-1.png,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-LIMONAD-PET-COLA-UNKNOWN-PET.webp,exact_low_res,stage1_featured_or_assigned,108,380,image/png,0b654f715638c92b1d09dd47b91d6ab4d2d20d4840ffc5e2af6e739f34e00f10,15e1cafe2d3d7ef1ed78b0b82da13ee3fef463e211a27ec1ec1efb8bfbffa016,new_product,no_production_overlap,,,,keep_manual,manual,volume_unknown,manual,volume_unknown,low,volume_unknown,limonad-cola-v-pet,showcase,,false,on_order,1
IRIB-LIMONAD-PET-GRUSHA-UNKNOWN-PET,Лимонад «Груша» в ПЭТ,Ириб Груша,Ириб,ООО «ИРИБ»,LIMONAD-PET,Груша,GRUSHA,,,ПЭТ,PET,,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/limonad-grusha-v-pet/,https://irib.su/wp-content/uploads/2023/09/grusha-limonad-prev-1.png,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-LIMONAD-PET-GRUSHA-UNKNOWN-PET.webp,exact_low_res,stage1_featured_or_assigned,104,380,image/png,97aa74e453dc407dc08dd8d29660160f982445792cdeca5df051e48a90ed3c2e,b95edaccca9b4c24e6a4d6a8ab556449af76eaa035b8d369e655b4485ccfab4d,new_product,no_production_overlap,,,,keep_manual,manual,volume_unknown,manual,volume_unknown,low,volume_unknown,limonad-grusha-v-pet,showcase,,false,on_order,1
IRIB-LIMONAD-PET-MANGO-UNKNOWN-PET,Лимонад «Манго» в ПЭТ,Ириб Манго,Ириб,ООО «ИРИБ»,LIMONAD-PET,Манго,MANGO,,,ПЭТ,PET,,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/limonad-s-mango-v-pet/,https://irib.su/wp-content/uploads/2023/09/mango-limonad-prev-1-1.png,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-LIMONAD-PET-MANGO-UNKNOWN-PET.webp,exact_low_res,stage1_featured_or_assigned,108,380,image/png,4b6fc867f97d85506d9d0ac0c54e9bfa774b5dd4802e728b996f12ad61503ab8,7b3858d0ceb66f7c18825bece17df6f96851e212a817e622a54e4ff3c677953f,new_product,no_production_overlap,,,,keep_manual,manual,volume_unknown,manual,volume_unknown,low,volume_unknown,limonad-s-mango-v-pet,showcase,,false,on_order,1
IRIB-LIMONAD-PET-MOHITO-UNKNOWN-PET,Лимонад «Мохито» в ПЭТ,Ириб Мохито,Ириб,ООО «ИРИБ»,LIMONAD-PET,Мохито,MOHITO,,,ПЭТ,PET,,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/limonad-mohito-v-pet/,https://irib.su/wp-content/uploads/2023/09/mohto-limonad-prev-1.png,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-LIMONAD-PET-MOHITO-UNKNOWN-PET.webp,exact_low_res,stage1_featured_or_assigned,108,380,image/png,9482444187ee745d5281c3823bc044c1b330e0136f278ab8f5de51f9f83a92aa,ed9ab1d663f66144313dab6ea8bbcdca573c33b89201d4922ed2fa27c64c25be,new_product,no_production_overlap,,,,keep_manual,manual,volume_unknown,manual,volume_unknown,low,volume_unknown,limonad-mohito-v-pet,showcase,,false,on_order,1
IRIB-MINDARI-ANANASOM-UNKNOWN-GLASS,Лимонад с ананасом,Mindari ананасом,Mindari,ООО «ИРИБ»,MINDARI,ананасом,ANANASOM,,,стекло,GLASS,,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/limonad-s-ananasom/,https://irib.su/wp-content/uploads/2023/09/ananas-limonad.webp,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-MINDARI-ANANASOM-UNKNOWN-GLASS.webp,exact_low_res,stage1_featured_or_assigned,123,380,image/webp,2f66737dddc58a14f94f57c217672cc5e1df5412307c3498215f1e7ae419873e,3ef8d97d866facda96aabad4ea458961c96688854f76f333885565b5c6cd03ed,new_product,no_production_overlap,,,,keep_manual,manual,volume_unknown,manual,volume_unknown,low,volume_unknown,limonad-s-ananasom,showcase,,false,on_order,1
IRIB-MINDARI-GRUSHEY-UNKNOWN-GLASS,Лимонад с грушей,Mindari грушей,Mindari,ООО «ИРИБ»,MINDARI,грушей,GRUSHEY,,,стекло,GLASS,,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/limonad-grusha/,https://irib.su/wp-content/uploads/2023/09/grusha-limonad.webp,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-MINDARI-GRUSHEY-UNKNOWN-GLASS.webp,exact_low_res,stage1_featured_or_assigned,125,380,image/webp,84de07405d71f0a976376a8ca9f35cb8327b91a9bb8bb0f4423942482a3dbc0d,97f0896f54bad2a380707b7aeb01bb0139707c26c73a88f7a8150ece0599813b,new_product,no_production_overlap,,,,keep_manual,manual,volume_unknown,manual,volume_unknown,low,volume_unknown,limonad-grusha,showcase,,false,on_order,1
IRIB-MINDARI-MANGO-UNKNOWN-GLASS,Лимонад с манго,Mindari манго,Mindari,ООО «ИРИБ»,MINDARI,манго,MANGO,,,стекло,GLASS,,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/mindari-s-mango/,https://irib.su/wp-content/uploads/2023/09/mango-limonad.png,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-MINDARI-MANGO-UNKNOWN-GLASS.webp,exact_low_res,stage1_featured_or_assigned,130,380,image/png,b808f7f43e10afbc2951c30042340617d3a2b90d5b50b06e22d7cf32eb53d810,64e6f49c0ccfd37ad11ca0319b774a12841fd1533d92a5caedaf600afc0b6ecb,new_product,no_production_overlap,,,,keep_manual,manual,volume_unknown,manual,volume_unknown,low,volume_unknown,mindari-s-mango,showcase,,false,on_order,1
IRIB-MINDARI-MOHITO-UNKNOWN-GLASS,Лимонад мохито,Mindari мохито,Mindari,ООО «ИРИБ»,MINDARI,мохито,MOHITO,,,стекло,GLASS,,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/limonad-mohito/,https://irib.su/wp-content/uploads/2023/09/lime-limonad-2.png,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-MINDARI-MOHITO-UNKNOWN-GLASS.webp,exact_low_res,stage1_featured_or_assigned,125,380,image/png,377c86daa6c096ba7ebe2a81e367f43f97f1aa9cd9301a4e35fe7ea4a8c38314,e6fdb3d9c771adb8f640e3b1be7da5dfedc4441411d4d09d8ffaec1a99532f48,new_product,no_production_overlap,,,,keep_manual,manual,volume_unknown,manual,volume_unknown,low,volume_unknown,limonad-mohito,showcase,,false,on_order,1
IRIB-MINDARI-SHIPOVNIKOM-UNKNOWN-GLASS,Лимонад с шиповником,Mindari шиповником,Mindari,ООО «ИРИБ»,MINDARI,шиповником,SHIPOVNIKOM,,,стекло,GLASS,,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/limonad-s-shipovnikom/,https://irib.su/wp-content/uploads/2023/09/shipovnik-limonad.png,artifacts/irib-import/2026-08-05T14-12-48-411Z-final/processed/IRIB-MINDARI-SHIPOVNIKOM-UNKNOWN-GLASS.webp,exact_low_res,stage1_featured_or_assigned,125,380,image/png,05b6a6ee92669b2410f6d944773b68cfb664f5c86f4781ba910703a6c27c8eb6,558fc4a177004c059bad1312f5ff169e63265484113734e15d5518ee14066a9c,new_product,no_production_overlap,,,,keep_manual,manual,volume_unknown,manual,volume_unknown,low,volume_unknown,limonad-s-shipovnikom,showcase,,false,on_order,1
IRIB-NEKTAR-ABRIKOSOVYY-330-GLASS,Абрикосовый нектар,"Нектар Ириб Абрикосовый, 330 мл, стекло",Ириб,ООО «ИРИБ»,NEKTAR,Абрикосовый,ABRIKOSOVYY,330,330 мл,стекло,GLASS,,Нектар,nektar,46d78cfd-6749-441c-9b27-c7237552cad8,mapped,https://irib.su/product/abrikosovyj-sok/,,,missing,missing,,,,,,probable_match,same_flavor_package_diff_volume,4a48893a-5c54-4b40-8409-7fafd5878bd6,ZY-IRIB-750-GLASS-002,"Нектар Ириб ст/б 0,75л Абрикосовый",keep_manual,manual,same_flavor_package_diff_volume,manual,same_flavor_package_diff_volume,low,multi_volume_image_unassigned,abrikosovyj-sok,showcase,,false,on_order,1
IRIB-NEKTAR-MANGOVYY-330-GLASS,Манговый нектар,"Нектар Ириб Манговый, 330 мл, стекло",Ириб,ООО «ИРИБ»,NEKTAR,Манговый,MANGOVYY,330,330 мл,стекло,GLASS,,Нектар,nektar,46d78cfd-6749-441c-9b27-c7237552cad8,mapped,https://irib.su/product/irib-mango/,,,missing,missing,,,,,,new_product,no_production_overlap,,,,keep_manual,manual,missing_image; multi_volume_unconfirmed; volume_image_unconfirmed,manual,missing_image; multi_volume_unconfirmed; volume_image_unconfirmed,low,multi_volume_image_unassigned,irib-mango,showcase,,false,on_order,1
IRIB-NEKTAR-VISHNEVYY-330-GLASS,Вишневый нектар,"Нектар Ириб Вишневый, 330 мл, стекло",Ириб,ООО «ИРИБ»,NEKTAR,Вишневый,VISHNEVYY,330,330 мл,стекло,GLASS,,Нектар,nektar,46d78cfd-6749-441c-9b27-c7237552cad8,mapped,https://irib.su/product/vishnevyj-nektar/,,,missing,missing,,,,,,probable_match,same_flavor_package_diff_volume,96f0130c-9d09-41a8-a24f-7476397ece27,ZY-IRIB-750-GLASS-004,"Нектар Ириб ст/б 0,75л Вишневый 50%",keep_manual,manual,same_flavor_package_diff_volume,manual,same_flavor_package_diff_volume,low,multi_volume_image_unassigned,vishnevyj-nektar,showcase,,false,on_order,1
