proposed_sku,official_name,proposed_name,brand,manufacturer,line,flavor,flavor_key,volume_ml,volume_text,package_type,package_code,carbonation,category,category_slug,category_id,category_status,source_url,source_image_url,image_path,image_match_status,image_width,image_height,image_mime,source_image_sha256,processed_sha256,duplicate_status,confidence,review_status,review_reason,volume_confidence,notes,wp_slug,sales_status,price_amount,orderable,availability,units_per_package
IRIB-GOLD-GRAND-GRUSHA-600-PET,Груша,"GOLD GRAND Груша, 600 мл, ПЭТ",GOLD GRAND,ООО «ИРИБ»,GOLD-GRAND,Груша,GRUSHA,600,600 мл,ПЭТ,PET,газированный,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/grusha-0-6l/,,,missing,,,,,,new_product,medium,manual,volume_image_unconfirmed; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,grusha-0-6l,showcase,,false,on_order,1
IRIB-GOLD-GRAND-MOHITO-1500-PET,Мохито,"GOLD GRAND Мохито, 1,5 л, ПЭТ",GOLD GRAND,ООО «ИРИБ»,GOLD-GRAND,Мохито,MOHITO,1500,"1,5 л",ПЭТ,PET,газированный,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/mohito-0-6l/,,,missing,,,,,,new_product,medium,manual,volume_image_unconfirmed; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,mohito-0-6l,showcase,,false,on_order,1
IRIB-GOLD-GRAND-MOHITO-600-PET,Мохито,"GOLD GRAND Мохито, 600 мл, ПЭТ",GOLD GRAND,ООО «ИРИБ»,GOLD-GRAND,Мохито,MOHITO,600,600 мл,ПЭТ,PET,газированный,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/mohito-0-6l/,,,missing,,,,,,new_product,medium,manual,volume_image_unconfirmed; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,mohito-0-6l,showcase,,false,on_order,1
IRIB-GOLD-GRAND-MOHITO-NEGAZIROVANNYY-600-PET,Мохито негазированный,"GOLD GRAND Мохито негазированный, 600 мл, ПЭТ",GOLD GRAND,ООО «ИРИБ»,GOLD-GRAND,Мохито негазированный,MOHITO-NEGAZIROVANNYY,600,600 мл,ПЭТ,PET,негазированный,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/mohito-0-6l-negazirovannyj/,https://irib.su/wp-content/uploads/2021/04/mohito-bez-gaza-366.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-GOLD-GRAND-MOHITO-NEGAZIROVANNYY-600-PET.webp,exact_low_res,113,366,image/png,0cb197190f851a280e3416c55452e77f6d9db2eefbef9fd44a54ceb586db8485,6c5f16075394a7588680cec902f36bce98205a24e217e2539f6f0413ee2a2ae0,new_product,medium,approved,,high,,mohito-0-6l-negazirovannyj,showcase,,false,on_order,1
IRIB-GOLD-GRAND-MULTIFRUKT-600-PET,Мультифрукт,"GOLD GRAND Мультифрукт, 600 мл, ПЭТ",GOLD GRAND,ООО «ИРИБ»,GOLD-GRAND,Мультифрукт,MULTIFRUKT,600,600 мл,ПЭТ,PET,газированный,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/multifrukt-0-6l/,https://irib.su/wp-content/uploads/2021/04/multi-366.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-GOLD-GRAND-MULTIFRUKT-600-PET.webp,exact_low_res,113,366,image/png,41367db4b63147975e447919e7b4053b4986af88dff6dbf00674d97fdeee632b,0c3fcba9c33cec21740090028abaaeeeb1385b6438f5cabc7f95d26968997e96,new_product,medium,approved,,high,,multifrukt-0-6l,showcase,,false,on_order,1
IRIB-GOLD-GRAND-TARHUN-600-PET,Тархун,"GOLD GRAND Тархун, 600 мл, ПЭТ",GOLD GRAND,ООО «ИРИБ»,GOLD-GRAND,Тархун,TARHUN,600,600 мл,ПЭТ,PET,газированный,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/tarhun-3/,https://irib.su/wp-content/uploads/2021/04/tarhun-366.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-GOLD-GRAND-TARHUN-600-PET.webp,exact_low_res,113,366,image/png,7c2b1b848c743120686afd26b03137064f5f9ba6893f36f8876f798853d065cb,5d4b8842fbcb1ce7ba094beda625c12950c56ff9842817257a0ae98966b4e815,new_product,medium,approved,,high,,tarhun-3,showcase,,false,on_order,1
IRIB-ICE-BAR-MANGO-KLUBNIKA-1250-PET,Ice Bar манго-клубника,"Ice Bar манго-клубника, 1,25 л, ПЭТ",Ice Bar,ООО «ИРИБ»,ICE-BAR,манго-клубника,MANGO-KLUBNIKA,1250,"1,25 л",ПЭТ,PET,,Холодный чай,kholodnyy-chay,88192b93-0ce7-4b67-b6a5-9cb208a17bbb,mapped,https://irib.su/product/ice-bar-mango-klubnika/,,,missing,,,,,,new_product,medium,manual,volume_image_unconfirmed; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,ice-bar-mango-klubnika,showcase,,false,on_order,1
IRIB-ICE-BAR-MANGO-KLUBNIKA-500-PET,Ice Bar манго-клубника,"Ice Bar манго-клубника, 500 мл, ПЭТ",Ice Bar,ООО «ИРИБ»,ICE-BAR,манго-клубника,MANGO-KLUBNIKA,500,500 мл,ПЭТ,PET,,Холодный чай,kholodnyy-chay,88192b93-0ce7-4b67-b6a5-9cb208a17bbb,mapped,https://irib.su/product/ice-bar-mango-klubnika/,,,missing,,,,,,new_product,medium,manual,volume_image_unconfirmed; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,ice-bar-mango-klubnika,showcase,,false,on_order,1
IRIB-ICE-BAR-PERSIK-1250-PET,Ice Bar Персик,"Ice Bar Персик, 1,25 л, ПЭТ",Ice Bar,ООО «ИРИБ»,ICE-BAR,Персик,PERSIK,1250,"1,25 л",ПЭТ,PET,,Холодный чай,kholodnyy-chay,88192b93-0ce7-4b67-b6a5-9cb208a17bbb,mapped,https://irib.su/product/ice-bar-persik/,,,missing,,,,,,new_product,medium,manual,volume_image_unconfirmed; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,ice-bar-persik,showcase,,false,on_order,1
IRIB-ICE-BAR-PERSIK-500-PET,Ice Bar Персик,"Ice Bar Персик, 500 мл, ПЭТ",Ice Bar,ООО «ИРИБ»,ICE-BAR,Персик,PERSIK,500,500 мл,ПЭТ,PET,,Холодный чай,kholodnyy-chay,88192b93-0ce7-4b67-b6a5-9cb208a17bbb,mapped,https://irib.su/product/ice-bar-persik/,https://irib.su/wp-content/uploads/2020/07/holodny-chai-persik-500-PhotoRoom-2.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-ICE-BAR-PERSIK-500-PET.webp,exact_low_res,99,366,image/png,ce11918121e36c681ad18832471b9ef6b74221e6fcf41e6428105f506fa55df9,eef210a171a3c91cd67bf02f1170f384f18f202e45e3ba1e1b957973f440a82a,new_product,medium,approved,,high,,ice-bar-persik,showcase,,false,on_order,1
IRIB-ICE-BAR-YAGODNYY-1250-PET,Ice Bar Ягодный,"Ice Bar Ягодный, 1,25 л, ПЭТ",Ice Bar,ООО «ИРИБ»,ICE-BAR,Ягодный,YAGODNYY,1250,"1,25 л",ПЭТ,PET,,Холодный чай,kholodnyy-chay,88192b93-0ce7-4b67-b6a5-9cb208a17bbb,mapped,https://irib.su/product/ice-bar-yagodnyj/,,,missing,,,,,,new_product,medium,manual,volume_image_unconfirmed; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,ice-bar-yagodnyj,showcase,,false,on_order,1
IRIB-ICE-BAR-YAGODNYY-500-PET,Ice Bar Ягодный,"Ice Bar Ягодный, 500 мл, ПЭТ",Ice Bar,ООО «ИРИБ»,ICE-BAR,Ягодный,YAGODNYY,500,500 мл,ПЭТ,PET,,Холодный чай,kholodnyy-chay,88192b93-0ce7-4b67-b6a5-9cb208a17bbb,mapped,https://irib.su/product/ice-bar-yagodnyj/,,,missing,,,,,,new_product,medium,manual,volume_image_unconfirmed; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,ice-bar-yagodnyj,showcase,,false,on_order,1
IRIB-KVAS-YANTARNYY-1250-PET,Янтарный квас,"Квас Ириб Янтарный, 1,25 л, ПЭТ",Ириб,ООО «ИРИБ»,KVAS,Янтарный,YANTARNYY,1250,"1,25 л",ПЭТ,PET,,Квас,kvas,e1f3f5b4-7b79-4652-8989-82d30cff34a1,mapped,https://irib.su/product/kvas/,https://irib.su/wp-content/uploads/2020/04/kvas-yantarnyi-125-PhotoRoom-2.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-KVAS-YANTARNYY-1250-PET.webp,exact_low_res,105,366,image/png,6d56be88321fd66f0505d72fc459a721f85b8f369d07ae09f04f73374155aa1f,1e2e982d7ebb3e01b72f53058f3c07d7931e4e68f9bad8bce5bb8ec14af531ea,new_product,medium,approved,,high,,kvas,showcase,,false,on_order,1
IRIB-KVAS-YANTARNYY-1500-PET,Янтарный квас,"Квас Ириб Янтарный, 1,5 л, ПЭТ",Ириб,ООО «ИРИБ»,KVAS,Янтарный,YANTARNYY,1500,"1,5 л",ПЭТ,PET,,Квас,kvas,e1f3f5b4-7b79-4652-8989-82d30cff34a1,mapped,https://irib.su/product/kvas/,,,missing,,,,,,new_product,medium,manual,volume_image_unconfirmed; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,kvas,showcase,,false,on_order,1
IRIB-KVAS-YANTARNYY-500-PET,Янтарный квас,"Квас Ириб Янтарный, 500 мл, ПЭТ",Ириб,ООО «ИРИБ»,KVAS,Янтарный,YANTARNYY,500,500 мл,ПЭТ,PET,,Квас,kvas,e1f3f5b4-7b79-4652-8989-82d30cff34a1,mapped,https://irib.su/product/kvas/,,,missing,,,,,,new_product,medium,manual,volume_image_unconfirmed; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,kvas,showcase,,false,on_order,1
IRIB-LIMONAD-PET-APELSIN-UNKNOWN-PET,Лимонад «Апельсин» в ПЭТ,Ириб Апельсин,Ириб,ООО «ИРИБ»,LIMONAD-PET,Апельсин,APELSIN,,,ПЭТ,PET,,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/limonad-apelsin-v-pet/,https://irib.su/wp-content/uploads/2023/09/orange-limonad-prev-1.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-LIMONAD-PET-APELSIN-UNKNOWN-PET.webp,exact_low_res,106,380,image/png,cbc275e1fee1bd1425a9aaec8397669d0ab59fd9c9ed2d697df2a9d94fb696d6,94eb8d2d5777ef6861e3f06ee657e9c508a9f815a1839ee88f2b1a91a8b2816b,new_product,medium,manual,volume_unknown,none,volume_unknown,limonad-apelsin-v-pet,showcase,,false,on_order,1
IRIB-LIMONAD-PET-COLA-UNKNOWN-PET,Лимонад «Cola» в ПЭТ,Ириб Cola,Ириб,ООО «ИРИБ»,LIMONAD-PET,Cola,COLA,,,ПЭТ,PET,,Кола,kola,34bee47b-61c3-4e15-81db-75d58ecf018b,mapped,https://irib.su/product/limonad-cola-v-pet/,https://irib.su/wp-content/uploads/2023/09/cola-limonad-prev-1.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-LIMONAD-PET-COLA-UNKNOWN-PET.webp,exact_low_res,108,380,image/png,0b654f715638c92b1d09dd47b91d6ab4d2d20d4840ffc5e2af6e739f34e00f10,0e5acb72ca5519381c9629ed997dc4ecd9825907fb62620c5171df187fba5176,new_product,medium,manual,volume_unknown,none,volume_unknown,limonad-cola-v-pet,showcase,,false,on_order,1
IRIB-LIMONAD-PET-GRUSHA-UNKNOWN-PET,Лимонад «Груша» в ПЭТ,Ириб Груша,Ириб,ООО «ИРИБ»,LIMONAD-PET,Груша,GRUSHA,,,ПЭТ,PET,,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/limonad-grusha-v-pet/,https://irib.su/wp-content/uploads/2023/09/grusha-limonad-prev-1.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-LIMONAD-PET-GRUSHA-UNKNOWN-PET.webp,exact_low_res,104,380,image/png,97aa74e453dc407dc08dd8d29660160f982445792cdeca5df051e48a90ed3c2e,5c32c7044b0e8ae472ac9b1a93d4bbd1c0022a841840de625d28514c4bcb6628,new_product,medium,manual,volume_unknown,none,volume_unknown,limonad-grusha-v-pet,showcase,,false,on_order,1
IRIB-LIMONAD-PET-MANGO-UNKNOWN-PET,Лимонад «Манго» в ПЭТ,Ириб Манго,Ириб,ООО «ИРИБ»,LIMONAD-PET,Манго,MANGO,,,ПЭТ,PET,,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/limonad-s-mango-v-pet/,https://irib.su/wp-content/uploads/2023/09/mango-limonad-prev-1-1.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-LIMONAD-PET-MANGO-UNKNOWN-PET.webp,exact_low_res,108,380,image/png,4b6fc867f97d85506d9d0ac0c54e9bfa774b5dd4802e728b996f12ad61503ab8,c8572dbdee59f2d0ad367ac84674d8d3ed39afea7513d3db1826ffaa01a3ab94,new_product,medium,manual,volume_unknown,none,volume_unknown,limonad-s-mango-v-pet,showcase,,false,on_order,1
IRIB-LIMONAD-PET-MOHITO-UNKNOWN-PET,Лимонад «Мохито» в ПЭТ,Ириб Мохито,Ириб,ООО «ИРИБ»,LIMONAD-PET,Мохито,MOHITO,,,ПЭТ,PET,,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/limonad-mohito-v-pet/,https://irib.su/wp-content/uploads/2023/09/mohto-limonad-prev-1.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-LIMONAD-PET-MOHITO-UNKNOWN-PET.webp,exact_low_res,108,380,image/png,9482444187ee745d5281c3823bc044c1b330e0136f278ab8f5de51f9f83a92aa,dc898016a5855c6ae68a08468036b35abac4514316ce60d998377a94b559ab17,new_product,medium,manual,volume_unknown,none,volume_unknown,limonad-mohito-v-pet,showcase,,false,on_order,1
IRIB-MINDARI-ANANASOM-UNKNOWN-GLASS,Лимонад с ананасом,Mindari ананасом,Mindari,ООО «ИРИБ»,MINDARI,ананасом,ANANASOM,,,стекло,GLASS,,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/limonad-s-ananasom/,https://irib.su/wp-content/uploads/2023/09/ananas-limonad.webp,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-MINDARI-ANANASOM-UNKNOWN-GLASS.webp,exact_low_res,123,380,image/webp,2f66737dddc58a14f94f57c217672cc5e1df5412307c3498215f1e7ae419873e,dfc6d9ac2fc886d07222f8e94b575c0d3ecd3329b5473d2771d1adcbd4837739,new_product,medium,manual,volume_unknown,none,volume_unknown,limonad-s-ananasom,showcase,,false,on_order,1
IRIB-MINDARI-GRUSHEY-UNKNOWN-GLASS,Лимонад с грушей,Mindari грушей,Mindari,ООО «ИРИБ»,MINDARI,грушей,GRUSHEY,,,стекло,GLASS,,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/limonad-grusha/,https://irib.su/wp-content/uploads/2023/09/grusha-limonad.webp,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-MINDARI-GRUSHEY-UNKNOWN-GLASS.webp,exact_low_res,125,380,image/webp,84de07405d71f0a976376a8ca9f35cb8327b91a9bb8bb0f4423942482a3dbc0d,3bb86e744b43db3f3bdfc9996cb449f7897e7441d153ebaa3085d5c6fe4af9c6,new_product,medium,manual,volume_unknown,none,volume_unknown,limonad-grusha,showcase,,false,on_order,1
IRIB-MINDARI-MANGO-UNKNOWN-GLASS,Лимонад с манго,Mindari манго,Mindari,ООО «ИРИБ»,MINDARI,манго,MANGO,,,стекло,GLASS,,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/mindari-s-mango/,https://irib.su/wp-content/uploads/2023/09/mango-limonad.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-MINDARI-MANGO-UNKNOWN-GLASS.webp,exact_low_res,130,380,image/png,b808f7f43e10afbc2951c30042340617d3a2b90d5b50b06e22d7cf32eb53d810,934379629f19c1293b852ed7d0f71c05e96b78dbd33d39fb9b98dd68db0867f3,new_product,medium,manual,volume_unknown,none,volume_unknown,mindari-s-mango,showcase,,false,on_order,1
